M,N,K,avg_duration,tile_M,tile_N,tile_K,is_split_k,cta_count,hardware,tc_bf16,xu_fp32,fma_fp32,num_sms,sm_freq,mem_bandwidth,l2_cache_bandwidth,shared_memory_bandwidth,tensor_all_ops,tensor_all_cycle,tensor_sm_max_ops,tensor_sm_max_cycle,global_in_flight,global_cycle,local_cycle,sm_max_in_flight,sm_max_global_cycle,sm_max_shared_cycle,sm_max_local_cycle,overall_perf,predicted,rel_error
3,129280,7168,621.3034,8,512,64,0,132,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,14856224768.0,27477.33333333333,117440512.0,28672.0,1813616.0,944171.8476198248,358862.37734840024,14560.0,1000555.1105512376,116480.0,380292.6199776786,0.024166834187167,0.36721936,14.195174
6,129280,7168,609.0562000000001,8,512,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,14856224768.0,27477.33333333333,117440512.0,28672.0,1813616.0,944171.8476198248,358862.37734840024,14560.0,1000555.1105512376,116480.0,380292.6199776786,0.0246527927106285,0.36721936,13.895645
3,2560,8192,1026.7022,64,128,64,1,60,NVIDIA A40,1024,16,128,84,1740,696.096,2430,128,2684354560.0,31207.61904761905,45088768.0,44032.0,41984.0,100083.85158081644,28669.94598765433,1032.0,206651.7941558169,8256.0,59197.31987847223,0.0174689537489625,0.252629,13.461592
15,128256,16384,1412.3002,16,512,64,0,132,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,67377299456.0,124617.69696969698,536870912.0,131072.0,4112896.0,2141181.2728759483,813823.6740008503,33792.0,2322167.465367268,270336.0,882613.2015306123,0.0482171581999587,0.6853011,13.212803
7,152064,8192,829.9902,8,384,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,19931332608.0,36864.0,150994944.0,36864.0,2433152.0,1266703.4363282367,481450.7101668793,18816.0,1293025.0659431375,150528.0,491455.07812500006,0.0242704821033814,0.3255767,12.414508
5,152064,8192,825.7118,8,384,64,0,132,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,19931332608.0,36864.0,150994944.0,36864.0,2433152.0,1266703.4363282367,481450.7101668793,18816.0,1293025.0659431375,150528.0,491455.07812500006,0.0243962388512335,0.3255767,12.34536
15,128256,8192,719.3122000000001,16,512,64,0,132,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,33688649728.0,62308.84848484849,268435456.0,65536.0,2056448.0,1070590.6364379742,406911.8370004252,16896.0,1161083.732683634,135168.0,441306.60076530615,0.0473348722357505,0.55334556,10.690017
16,128256,16384,4526.2398,16,16,128,1,8016,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,67243081728.0,462444.1690140845,478150656.0,466944.0,4104704.0,10214530.94482422,1550102.704241424,58368.0,20625274.658203125,466944.0,3129981.6111089154,0.0407862726814044,0.4699116,10.521315
12,128256,16384,4515.0656,16,16,128,1,8016,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,67243081728.0,462444.1690140845,478150656.0,466944.0,4104704.0,10214530.94482422,1550102.704241424,58368.0,20625274.658203125,466944.0,3129981.6111089154,0.0408872134004487,0.4699116,10.492871
10,128256,16384,4510.8864,16,16,128,1,8016,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,67243081728.0,462444.1690140845,478150656.0,466944.0,4104704.0,10214530.94482422,1550102.704241424,58368.0,20625274.658203125,466944.0,3129981.6111089154,0.0409250941686816,0.4699116,10.482234
2,128256,16384,4486.2080000000005,16,16,128,1,8016,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,67243081728.0,462444.1690140845,478150656.0,466944.0,4104704.0,10214530.94482422,1550102.704241424,58368.0,20625274.658203125,466944.0,3129981.6111089154,0.0411502210116484,0.4699116,10.419416
15,152064,8192,831.9996000000001,16,384,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,39862665216.0,73728.0,301989888.0,73728.0,2433280.0,1266770.0733652364,481476.0376806973,19200.0,1319413.3325950385,153600.0,501484.7735969389,0.0484237307207406,0.55035985,10.365497
9,128256,8192,692.7102,16,512,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,33688649728.0,62308.84848484849,268435456.0,65536.0,2056448.0,1070590.6364379742,406911.8370004252,16896.0,1161083.732683634,135168.0,441306.60076530615,0.0491526630972326,0.55334556,10.257689
9,53248,16384,605.74,16,448,64,0,120,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,28185722880.0,52130.90909090909,234881024.0,57344.0,1706496.0,888404.9772806593,337666.4142219388,14848.0,1020346.3105401632,118784.0,387814.8915816327,0.0470281565833571,0.5221692,10.103328
11,53248,16384,603.462,16,448,64,0,120,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,28185722880.0,52130.90909090909,234881024.0,57344.0,1706496.0,888404.9772806593,337666.4142219388,14848.0,1020346.3105401632,118784.0,387814.8915816327,0.0472056824933513,0.5221692,10.061572
10,53248,16384,600.6646,16,448,64,0,120,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,28185722880.0,52130.90909090909,234881024.0,57344.0,1706496.0,888404.9772806593,337666.4142219388,14848.0,1020346.3105401632,118784.0,387814.8915816327,0.0474255276052605,0.5221692,10.010295
15,129280,7168,627.9878,16,512,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,29712449536.0,54954.66666666666,234881024.0,57344.0,1813728.0,944230.1550271994,358884.5389229911,14784.0,1015948.2660981796,118272.0,386143.2756696429,0.0478191972765175,0.511711,9.700952
9,129280,7168,612.9158,16,512,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,29712449536.0,54954.66666666666,234881024.0,57344.0,1813728.0,944230.1550271994,358884.5389229911,14784.0,1015948.2660981796,118272.0,386143.2756696429,0.0489951025825182,0.511711,9.444123
8,129280,7168,427.024,8,512,64,0,132,NVIDIA H200,4096,16,128,132,1830,4916.7,10403,128,14856224768.0,27477.33333333333,117440512.0,28672.0,1813616.0,643758.246021293,304255.1348854072,14560.0,682201.661318186,116480.0,322424.3879845357,0.0351618088157179,0.36721936,9.443696
4,129280,7168,425.4302,8,512,64,0,132,NVIDIA H200,4096,16,128,132,1830,4916.7,10403,128,14856224768.0,27477.33333333333,117440512.0,28672.0,1813616.0,643758.246021293,304255.1348854072,14560.0,682201.661318186,116480.0,322424.3879845357,0.0352935363961541,0.36721936,9.4047165
6,129280,7168,425.283,8,512,64,0,132,NVIDIA H200,4096,16,128,132,1830,4916.7,10403,128,14856224768.0,27477.33333333333,117440512.0,28672.0,1813616.0,643758.246021293,304255.1348854072,14560.0,682201.661318186,116480.0,322424.3879845357,0.0353057522819466,0.36721936,9.401116
19,128256,16384,1445.0603999999998,24,512,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,101065949184.0,186926.54545454544,805306368.0,196608.0,4113152.0,2141314.546949948,813874.3290284864,34304.0,2357351.8209031355,274432.0,895986.1288265308,0.0706860787644931,0.7228608,9.226352
18,128256,16384,1440.4396000000002,24,512,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,101065949184.0,186926.54545454544,805306368.0,196608.0,4113152.0,2141314.546949948,813874.3290284864,34304.0,2357351.8209031355,274432.0,895986.1288265308,0.0709128333141146,0.7228608,9.193652
12,16384,53248,577.7778000000001,16,256,64,1,128,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,27917287424.0,51634.42424242424,218103808.0,53248.0,1705600.0,887938.5180216611,337489.1216252126,14144.0,971967.8216783452,113152.0,369427.11654974497,0.0488345733825519,0.49480924,9.132353
9,16384,53248,577.3554,16,256,64,1,128,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,27917287424.0,51634.42424242424,218103808.0,53248.0,1705600.0,887938.5180216611,337489.1216252126,14144.0,971967.8216783452,113152.0,369427.11654974497,0.0488703013307044,0.49480924,9.124946
23,128256,16384,1427.6722,24,512,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,101065949184.0,186926.54545454544,805306368.0,196608.0,4113152.0,2141314.546949948,813874.3290284864,34304.0,2357351.8209031355,274432.0,895986.1288265308,0.0715469932480649,0.7228608,9.1033
24,128256,16384,1417.5352,24,512,64,0,132,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,101065949184.0,186926.54545454544,805306368.0,196608.0,4113152.0,2141314.546949948,813874.3290284864,34304.0,2357351.8209031355,274432.0,895986.1288265308,0.0720586361833201,0.7228608,9.031564
8,16384,26624,1026.525,16,16,128,1,1024,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,13958643712.0,95996.3943661972,109051904.0,106496.0,852800.0,2122187.614440918,322051.8668769019,13312.0,4704010.009765625,106496.0,713855.4551651912,0.0373316908196503,0.37413186,9.021828
16,128256,16384,5823.4946,16,16,128,1,8016,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,67243081728.0,924888.338028169,478150656.0,933888.0,4104704.0,11280264.513795342,1726090.21521383,58368.0,22777213.66462754,466944.0,3485337.208916239,0.0637831963662688,0.63073856,8.888787
12,29568,8192,582.3108,16,16,128,1,1848,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,7751073792.0,53305.69014084507,58720256.0,57344.0,473344.0,1177913.6657714844,178753.89173895432,7168.0,2532928.466796875,57344.0,384383.70662741066,0.0365435719603549,0.36133495,8.887781
12,128256,16384,5811.3154,16,16,128,1,8016,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,67243081728.0,924888.338028169,478150656.0,933888.0,4104704.0,11280264.513795342,1726090.21521383,58368.0,22777213.66462754,466944.0,3485337.208916239,0.0639168714900083,0.63073856,8.868107
10,128256,16384,5803.392,16,16,128,1,8016,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,67243081728.0,924888.338028169,478150656.0,933888.0,4104704.0,11280264.513795342,1726090.21521383,58368.0,22777213.66462754,466944.0,3485337.208916239,0.0640041375129762,0.63073856,8.854652
4,29568,8192,578.9764,16,16,128,1,1848,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,7751073792.0,53305.69014084507,58720256.0,57344.0,473344.0,1177913.6657714844,178753.89173895432,7168.0,2532928.466796875,57344.0,384383.70662741066,0.0367540311195617,0.36133495,8.831162
2,128256,16384,5774.329599999999,16,16,128,1,8016,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,67243081728.0,924888.338028169,478150656.0,933888.0,4104704.0,11280264.513795342,1726090.21521383,58368.0,22777213.66462754,466944.0,3485337.208916239,0.0643262725442112,0.63073856,8.805302
14,18432,16384,703.6476,16,16,128,1,1152,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,9663676416.0,66459.04225352113,75497472.0,73728.0,590336.0,1469047.5463867183,222934.81576529404,9216.0,3256622.314453125,73728.0,494207.6228066709,0.0377043221490825,0.36893928,8.785064
14,16384,16384,627.1610000000001,16,16,128,1,1024,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,8589934592.0,59074.704225352114,67108864.0,65536.0,524800.0,1305961.6088867188,198185.76423193963,8192.0,2894775.390625,65536.0,439295.6647170407,0.0376023321884262,0.3677525,8.780043
6,152064,5120,525.6392,8,384,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,12457082880.0,23040.0,94371840.0,23040.0,1520720.0,791689.647705148,300906.69385429955,11760.0,808140.6662144611,94080.0,307159.423828125,0.023952102382064,0.23396,8.767824
8,18432,16384,701.1573999999999,16,16,128,1,1152,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,9663676416.0,66459.04225352113,75497472.0,73728.0,590336.0,1469047.5463867183,222934.81576529404,9216.0,3256622.314453125,73728.0,494207.6228066709,0.037838231172956,0.36893928,8.750434
8,152064,5120,524.6596000000001,8,384,64,0,132,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,12457082880.0,23040.0,94371840.0,23040.0,1520720.0,791689.647705148,300906.69385429955,11760.0,808140.6662144611,94080.0,307159.423828125,0.0239968237204203,0.23396,8.7496195
8,16384,16384,624.7354,16,16,128,1,1024,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,8589934592.0,59074.704225352114,67108864.0,65536.0,524800.0,1305961.6088867188,198185.76423193963,8192.0,2894775.390625,65536.0,439295.6647170407,0.0377483271439806,0.3677525,8.742217
16,8192,29568,564.6278,16,16,128,1,512,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,7751073792.0,53305.69014084507,60555264.0,59136.0,474012.0,1179575.9797096252,179006.15563092637,7392.0,2612082.4813842773,59136.0,396395.6974595172,0.0376880426771261,0.36672294,8.730482
4,18432,16384,698.9692,16,16,128,1,1152,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,9663676416.0,66459.04225352113,75497472.0,73728.0,590336.0,1469047.5463867183,222934.81576529404,9216.0,3256622.314453125,73728.0,494207.6228066709,0.0379566879196233,0.36893928,8.720005
10,8192,29568,562.3113999999999,16,16,128,1,512,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,7751073792.0,53305.69014084507,60555264.0,59136.0,474012.0,1179575.9797096252,179006.15563092637,7392.0,2612082.4813842773,59136.0,396395.6974595172,0.0378432957665305,0.36672294,8.690563
8,151936,5120,517.9692000000001,8,384,64,0,132,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,12457082880.0,23040.0,94371840.0,23040.0,1520720.0,791689.647705148,300906.69385429955,11760.0,808140.6662144611,94080.0,307159.423828125,0.0243067810488079,0.23396,8.625295
2,151936,5120,514.5774,8,384,64,0,132,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,12457082880.0,23040.0,94371840.0,23040.0,1520720.0,791689.647705148,300906.69385429955,11760.0,808140.6662144611,94080.0,307159.423828125,0.0244669974515519,0.23396,8.562265
2,152064,8192,591.5423999999999,8,384,64,0,132,NVIDIA H200,4096,16,128,132,1830,4916.7,10403,128,19931332608.0,36864.0,150994944.0,36864.0,2433152.0,863667.7575755843,408189.4899232794,18816.0,881614.4546265787,150528.0,416671.5167800154,0.0340537927544702,0.3255767,8.560656
2,13312,16384,519.3851999999999,16,16,128,1,7488,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,6979321856.0,47998.19718309859,52101120.0,50880.0,426496.0,1061332.7026367188,161062.186931908,6360.0,2247408.628463745,50880.0,341054.73969731195,0.0368916113884662,0.35179293,8.535849
10,36864,7168,618.6622,16,16,128,1,2304,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,8455716864.0,58151.66197183099,62390272.0,60928.0,516320.0,1284859.1804504397,194983.3723098992,7616.0,2691236.49597168,60928.0,408407.6882916239,0.0375232821984278,0.35589838,8.484733
