seq,dim,avg_duration,hardware,tc_bf16,xu_fp32,fma_fp32,num_sms,sm_freq,mem_bandwidth,l2_cache_bandwidth,shared_memory_bandwidth,fma_all_ops,fma_all_cycle,fma_sm_max_ops,fma_sm_max_cycle,xu_all_ops,xu_all_cycle,xu_sm_max_ops,xu_sm_max_cycle,global_in_flight,global_cycle,local_cycle,sm_max_in_flight,sm_max_global_cycle,sm_max_shared_cycle,sm_max_local_cycle,overall_perf,predicted,rel_error
2,128,3.219133333333333,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,164.917476,0.0238595885416666,82.458738,1.28841778125,10.000002,0.0057870381944444,5.000000999999999,0.3125000624999999,0.5,0.3297337928958756,0.2078331972384563,0.25,17.805624816377286,2.0,11.222992650876645,6.5315643160445175e-06,1e-09,0.99831843
2,128,2.005066666666667,NVIDIA A40,1024,16,128,84,1740,696.096,2430,128,164.917476,0.0153383069196428,82.458738,0.644208890625,10.000002,0.0074404776785714,5.000000999999999,0.3125000624999999,0.5,1.1919284915779396,0.3414389527874228,0.25,50.06099664627347,2.0,14.34043601707176,6.529087403352392e-06,1e-09,0.99831784
2,128,1.5166000000000002,NVIDIA L20,516,16,128,92,2520,864.096,4011,128,164.917476,0.0140045411005434,82.458738,0.644208890625,10.000002,0.0067934796195652,5.000000999999999,0.3125000624999999,0.5,1.3906205313667404,0.2995835548920157,0.25,63.96854444287007,2.0,13.780843525032724,5.441898210101515e-06,1e-09,0.9979824
6561,16384,571.3144,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,29246460.343326,1215.3615501714594,156016.78280999998,1218.8811157031248,1049760.2099519998,348.9894315,5600.001119999999,350.00006999999994,209952.0,261455.6040082659,62940.414076143534,1120.0,262212.75329589844,8960.0,63122.68322222596,0.0011701544028005,0.0023372765,0.99740005
2,128,1.8921333333333337,NVIDIA H200,4096,16,128,132,1830,4916.7,10403,128,164.917476,0.0097607407670454,82.458738,0.644208890625,10.000002,0.0047348494318181,5.000000999999999,0.3125000624999999,0.5,0.1774792034315127,0.0838808035674054,0.25,11.713627426479842,2.0,5.536133035448759,4.186326302073131e-06,1e-09,0.9973787
2,128,2.116133333333334,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,164.917476,0.0097607407670454,82.458738,0.644208890625,10.000002,0.0047348494318181,5.000000999999999,0.3125000624999999,0.5,0.2603009257802712,0.0989356008516687,0.25,17.1798611014979,2.0,6.529749656210141,3.743189247855825e-06,1e-09,0.9970692
2,128,2.1268,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,164.917476,0.0097607407670454,82.458738,0.644208890625,10.000002,0.0047348494318181,5.000000999999999,0.3125000624999999,0.5,0.2603009257802712,0.0989356008516687,0.25,17.1798611014979,2.0,6.529749656210141,3.724415807956857e-06,1e-09,0.99705446
1,128,2.918200000000001,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,82.458738,0.0119297942708333,82.458738,1.28841778125,5.000000999999999,0.0028935190972222,5.000000999999999,0.3125000624999999,0.25,0.1648668964479378,0.1039165986192281,0.25,17.805624816377286,2.0,11.222992650876645,3.6025591817883345e-06,1e-09,0.9969551
1,128,1.947666666666667,NVIDIA H20,1024,16,128,78,1830,4022.784,8815,128,82.458738,0.0082590883413461,82.458738,0.644208890625,5.000000999999999,0.0040064110576923,5.000000999999999,0.3125000624999999,0.25,0.108458719075113,0.0494958593029902,0.25,8.459780087858812,2.0,3.860677025633242,3.4412760677729714e-06,1e-09,0.9968128
2,128,1.5659333333333336,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,164.917476,0.0090733646566901,82.458738,0.644208890625,10.000002,0.0044014093309859,5.000000999999999,0.3125000624999999,0.5,1.2442469596862793,0.1888202784221986,0.25,88.34153413772583,2.0,13.406239767976096,3.435108748234567e-06,1e-09,0.9968071
2,128,1.5934,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,164.917476,0.0090733646566901,82.458738,0.644208890625,10.000002,0.0044014093309859,5.000000999999999,0.3125000624999999,0.5,1.374065525040946,0.2102575746282594,0.25,97.55865227790716,2.0,14.928287798606425,3.396231842816492e-06,1e-09,0.9967707
2,128,2.1332000000000004,NVIDIA B200,8192,16,128,148,1830,7672.32,15436,128,164.917476,0.0087055255489864,82.458738,0.644208890625,10.000002,0.0042229738175675,5.000000999999999,0.3125000624999999,0.5,0.1137350891922806,0.056530966540018,0.25,8.41639660022877,2.0,4.183291523961336,3.3118103094952786e-06,1e-09,0.9966886
1,128,1.9177333333333333,NVIDIA RTX A6000,1024,16,128,84,1800,768.0,2700,128,82.458738,0.0076691534598214,82.458738,0.644208890625,5.000000999999999,0.0037202388392857,5.000000999999999,0.3125000624999999,0.25,0.5587935447692871,0.1589457194010416,0.25,46.93865776062012,2.0,13.351440429687498,3.2994369218021102e-06,1e-09,0.9966762
1,128,2.005133333333333,NVIDIA A40,1024,16,128,84,1740,696.096,2430,128,82.458738,0.0076691534598214,82.458738,0.644208890625,5.000000999999999,0.0037202388392857,5.000000999999999,0.3125000624999999,0.25,0.5959642457889698,0.1707194763937114,0.25,50.06099664627347,2.0,14.34043601707176,3.264435162137624e-06,1e-09,0.9966407
1,128,1.5018,NVIDIA L20,516,16,128,92,2520,864.096,4011,128,82.458738,0.0070022705502717,82.458738,0.644208890625,5.000000999999999,0.0033967398097826,5.000000999999999,0.3125000624999999,0.25,0.6953102656833702,0.1497917774460078,0.25,63.96854444287007,2.0,13.780843525032724,2.747763625462764e-06,1e-09,0.9960113
2,128,1.6190666666666669,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,164.917476,0.0068532860704787,82.458738,0.644208890625,10.000002,0.0033244687499999,5.000000999999999,0.3125000624999999,0.5,0.6226556641714913,0.1498923898704074,0.25,58.52963243212019,2.0,14.089884647818296,2.6864044338298527e-06,1e-09,0.99592054
1,128,1.964666666666667,NVIDIA H200,4096,16,128,132,1830,4916.7,10403,128,82.458738,0.0048803703835227,82.458738,0.644208890625,5.000000999999999,0.002367424715909,5.000000999999999,0.3125000624999999,0.25,0.0887396017157563,0.0419404017837027,0.25,11.713627426479842,2.0,5.536133035448759,2.0158858687723043e-06,1e-09,0.9945703
1,128,2.1972000000000005,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,82.458738,0.0048803703835227,82.458738,0.644208890625,5.000000999999999,0.002367424715909,5.000000999999999,0.3125000624999999,0.25,0.1301504628901356,0.0494678004258343,0.25,17.1798611014979,2.0,6.529749656210141,1.8025413117519208e-06,1e-09,0.9939312
1,128,2.2015333333333333,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,82.458738,0.0048803703835227,82.458738,0.644208890625,5.000000999999999,0.002367424715909,5.000000999999999,0.3125000624999999,0.25,0.1301504628901356,0.0494678004258343,0.25,17.1798611014979,2.0,6.529749656210141,1.7989933244320569e-06,1e-09,0.99391925
1,128,1.5550666666666666,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,82.458738,0.004536682328345,82.458738,0.644208890625,5.000000999999999,0.0022007046654929,5.000000999999999,0.3125000624999999,0.25,0.6221234798431396,0.0944101392110993,0.25,88.34153413772583,2.0,13.406239767976096,1.7295564903387156e-06,1e-09,0.99367654
1,128,1.5828666666666669,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,82.458738,0.004536682328345,82.458738,0.644208890625,5.000000999999999,0.0022007046654929,5.000000999999999,0.3125000624999999,0.25,0.687032762520473,0.1051287873141297,0.25,97.55865227790716,2.0,14.928287798606425,1.7094161916176756e-06,1e-09,0.99360245
1,128,2.3273333333333337,NVIDIA B200,8192,16,128,148,1830,7672.32,15436,128,82.458738,0.0043527627744932,82.458738,0.644208890625,5.000000999999999,0.0021114869087837,5.000000999999999,0.3125000624999999,0.25,0.0568675445961403,0.028265483270009,0.25,8.41639660022877,2.0,4.183291523961336,1.5177786634664844e-06,1e-09,0.9928
1,128,1.6254666666666668,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,82.458738,0.0034266430352393,82.458738,0.644208890625,5.000000999999999,0.0016622343749999,5.000000999999999,0.3125000624999999,0.25,0.3113278320857456,0.0749461949352037,0.25,58.52963243212019,2.0,14.089884647818296,1.337913585431708e-06,1e-09,0.99183923
6177,16384,536.6874,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,27534733.354782,1144.229278373587,147101.53807799998,1149.2307662343749,988320.197664,328.56389549999994,5280.001055999999,330.00006599999995,197664.0,246153.2184055873,59256.65870268841,1056.0,247229.16739327568,8448.0,59515.67275238448,0.00117274747321,0.002277178,0.9417382
5985,16384,519.0431333333333,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,26678869.86051,1108.6631424746508,142643.915712,1114.4055915,957600.19152,318.3511275,5120.001023999999,320.00006399999995,191520.0,238502.02560424805,57414.78101596084,1024.0,239737.3744419643,8192.0,57712.167517463735,0.0011749219264156,0.0022527045,0.91731495
26625,128,31.082600000000003,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,2195463.89925,91.234370813248,11709.140796,91.47766246875,133125.02662499997,44.25699023437499,710.0001419999999,44.37500887499999,6656.25,8289.103529282978,1995.442440149798,35.5,8311.207805361068,284.0,2000.7636199901976,0.0018628522403528,0.0035002953,0.8789931
35841,128,41.523066666666665,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,2955403.628658,122.81431302601396,15749.618958,123.043898109375,179205.03584099998,59.57614223437499,955.000191,59.68751193749999,8960.25,11158.30082978521,2686.146572672636,47.75,11179.159794534957,382.0,2691.167967733294,0.0018771407137598,0.0035233966,0.8769972
37377,128,43.35119999999999,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,3082060.250226,128.0776367281416,16409.288861999998,128.19756923437498,186885.037377,62.12933423437499,995.0001989999998,62.18751243749999,9344.25,11636.500379868916,2801.263928093108,49.75,11647.396853991915,398.0,2803.8870449158408,0.0018750353006574,0.0035093182,0.87159646
24576,128,28.75293333333334,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,2026505.945088,84.21317923404256,10802.094678,84.391364671875,122880.02457599998,40.851072,655.0001309999999,40.93750818749999,6144.0,7651.192801339285,1841.8776867275656,32.75,7667.381848607746,262.0,1845.7748888641963,0.0018588107373785,0.0034783431,0.8712687
24321,128,28.46699999999999,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,2005478.966898,83.33938526005652,10719.63594,83.74715578125,121605.02432099998,40.427202234375,650.0001299999999,40.625008125,6080.25,7571.804204157421,1822.7664070190888,32.5,7608.852216175625,260.0,1831.685004216378,0.0018580006343292,0.003476542,0.8711152
23553,128,27.6116,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1942150.656114,80.70772340899268,10389.800988,81.17032021874999,117765.02355299998,39.15060623437499,630.0001259999999,39.375007875,5888.25,7332.704429115568,1765.2077293088523,31.5,7374.733686447144,252.0,1775.325465625105,0.0018550720854496,0.003468262,0.86960566
23169,128,27.18713333333333,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1910486.500722,79.39189248346077,10224.883512,79.8819024375,115845.02316899998,38.51230823437499,620.0001239999999,38.75000775,5792.25,7213.154541594641,1736.4283904537342,31.0,7257.674421582903,248.0,1747.1456963294684,0.0018533182570374,0.0034640522,0.8691034
5697,16384,493.1004666666667,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,25395074.619102,1055.313938626247,138186.293346,1079.580416765625,911520.182304,303.0319755,4960.000991999999,310.000062,182304.0,227025.2364022392,54651.964485869496,992.0,232245.5814906529,7936.0,55908.66228254299,0.001177224006328,0.002199373,0.86826324
20481,128,24.14073333333333,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1688837.412978,70.18107600473736,8988.002441999999,70.21876907812499,102405.020481,34.04422223437499,545.000109,34.0625068125,5120.25,6376.305328948157,1534.9730184679067,27.25,6379.729935101101,218.0,1535.7974266121942,0.0018450444370597,0.0034298645,0.85895574
19713,128,23.27446666666667,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1625509.102194,67.54941415367354,8658.16749,67.641933515625,98565.019713,32.767626234374994,525.000105,32.8125065625,4928.25,6137.205553906305,1477.4143407576703,26.25,6145.61140537262,210.0,1479.4378880209208,0.0018419554224097,0.0034203255,0.85689443
5505,16384,474.7569333333334,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,24539211.12483,1019.7478027273104,133728.67098,1044.75524203125,880800.1761599999,292.81920749999995,4800.000959999999,300.00006,176160.0,219374.04360089984,52810.08679914192,960.0,224753.7885393416,7680.0,54105.15704762225,0.0011815015924219,0.0021869212,0.8509605
17793,128,21.0728,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1467188.325234,60.97025952601396,7833.58011,61.199844609375,88965.01779299999,29.576136234375,475.00009499999993,29.6875059375,4448.25,5539.456116301672,1333.5176464820793,23.75,5560.315081051418,190.0,1338.539041542738,0.0018362553112658,0.0033944515,0.8485681
16384,128,19.502666666666663,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1351003.963392,56.1421194893617,7256.368944,56.690382375,81920.01638399999,27.234047999999994,440.000088,27.5000055,4096.0,5100.795200892857,1227.9184578183774,22.0,5150.607654026577,176.0,1239.9098490080098,0.0018269727630795,0.0033733053,0.8463859
16257,128,19.351266666666664,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1340531.703666,55.7069358238863,7173.910206,56.046173484375,81285.01625699998,27.022944234375,435.000087,27.1875054375,4064.25,5061.256566217968,1218.4002910616064,21.75,5092.078021594457,174.0,1225.8199643601918,0.0018269940777803,0.0033699821,0.8445454
14721,128,17.642533333333333,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1213875.082098,50.44361212175864,6514.240302,50.892502359375,73605.01472099999,24.469752234375,395.0000789999999,24.687504937499995,3680.25,4583.057016134262,1103.2829356411337,19.75,4623.840962137495,158.0,1113.1008871776453,0.0018146066478653,0.0033436534,0.842628
41985,128,48.47766666666667,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,3462030.11493,143.8676078345246,18470.757312,144.30279149999998,209925.041985,69.78891023437498,1120.000224,70.000014,10496.25,13071.099030120033,3146.6159943545263,56.0,13110.637664794922,448.0,3156.134161111298,0.0018834694526609,0.0034692248,0.8419287
12801,128,15.479400000000002,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1055554.305138,43.86445749409907,5689.652922,44.450413453125,64005.01280099999,21.278262234375,345.00006899999994,21.5625043125,3200.25,3985.307578529631,959.3862413655424,17.25,4038.5446378162937,138.0,972.2020406994624,0.0017984398048201,0.003308184,0.83946973
13569,128,16.326266666666665,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1118882.615922,46.4961193451629,6019.487874,47.027249015625,67845.01356899999,22.554858234375,365.00007299999993,22.8125045625,3392.25,4224.407353571483,1016.9449190757788,18.25,4272.663167544773,146.0,1028.5615792907354,0.001807453313122,0.0033227375,0.8383485
12417,128,15.0376,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,1023890.149746,42.54862656856715,5524.735446,43.161995671875,62085.01241699999,20.639964234375,335.00006699999994,20.9375041875,3104.25,3865.757691008704,930.6069025104242,16.75,3921.485372952053,134.0,944.0222714038256,0.0017957434220426,0.0033007117,0.83807063
5313,16384,456.3360666666667,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,23683347.630558,984.1816668283744,129271.04861399998,1009.9300672968748,850080.1700159999,282.6064395,4640.000928,290.000058,170016.0,211722.8507995605,50968.20911241436,928.0,217261.9955880301,7424.0,52301.6518127015,0.0011863240233371,0.0021734142,0.83205074
11265,128,13.7534,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,928897.68357,38.60113379197141,4947.52428,38.6525334375,56325.011265,18.725070234375,300.00006,18.75000375,2816.25,3507.108028445925,844.2688859450697,15.0,3511.7779459272115,120.0,845.3930788690976,0.0017812597458837,0.0032463032,0.8224714
3681,16384,287.80280000000005,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,16408507.929246,681.8695116874169,89152.44731999999,696.5034946874999,588960.117792,195.7979115,3200.00064,200.00004,117792.0,146687.71198817663,35312.24877523005,640.0,149835.8590262277,5120.0,36070.104698414834,0.0013032241116858,0.0023398653,0.7954374
9216,128,11.468600000000002,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,759939.729408,31.57994221276596,4122.9369,32.21044453125,46080.00921599999,15.319151999999995,250.00005,15.625003124999996,2304.0,2869.1973005022323,690.7041325228371,12.5,2926.4816216060094,100.0,704.4942323909146,0.0017475845311697,0.0031326984,0.79258305
4929,16384,419.4184666666667,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,21971620.642014,913.0493950305018,120355.803882,940.279717828125,788640.1577279998,262.18090349999994,4320.000864,270.000054,157728.0,196420.465196882,47284.45373895923,864.0,202278.4096854074,6912.0,48694.64134286002,0.0011974560259678,0.0021454287,0.79164886
55809,128,64.1896,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,4601939.709042,191.23752115367355,24490.245186,191.330040515625,279045.055809,92.767638234375,1485.0002969999998,92.8125185625,13952.25,17374.89498087338,4182.672193138783,74.25,17383.300832339697,594.0,4184.695740402032,0.0018908004759993,0.0033753032,0.7851146
4641,16384,391.8272,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,20687825.400606,859.7001911820977,111440.55915,870.6293683593749,742560.1485119999,246.8617515,4000.0007999999993,250.00005,148512.0,184943.67599487305,44521.63720886788,800.0,187294.8237827846,6400.0,45087.63087301853,0.0012068833381013,0.0021542974,0.7850023
65025,128,74.52766666666666,NVIDIA RTX PRO 6000 Blackwell Server Edition,1024,16,128,188,2340,1792.0,7444,128,5361879.43845,222.8174633664395,28530.723348,222.89627615625,325125.065025,108.086790234375,1730.0003459999998,108.125021625,16256.25,20244.09228137561,4873.376325661619,86.5,20251.252821513583,692.0,4875.100088145129,0.0018974440031896,0.0033688357,0.7754558
